,gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled
724,4520567149,0,2,1,1,9,8,11,1,0,0,17429,17309,211,48,1,2,10,0,0,0,16709,17492,210,50
725,4455316787,1,0,2,1,8,3,8,0,0,0,18513,18739,250,40,0,0,4,0,0,0,14415,17735,194,60
726,4524702479,1,1,1,1,5,2,6,1,0,0,16225,17742,231,56,1,0,2,0,0,0,13795,15719,179,52
727,4516718833,0,0,1,1,5,5,5,1,0,0,16267,17908,247,60,2,0,5,0,0,0,16061,18272,228,54
728,4476068972,0,2,0,1,3,4,4,0,0,0,15478,17551,233,59,1,0,4,0,0,0,16481,19122,236,64
729,4468615107,0,3,1,0,7,3,10,1,1,0,16335,18087,212,56,1,1,3,0,0,0,15735,18168,246,56
730,4525109552,1,1,2,0,4,5,2,0,0,0,14826,16660,204,49,1,2,7,0,1,0,16422,17978,214,57
731,4482138912,1,2,1,1,9,7,19,0,0,0,19092,19183,226,44,2,1,8,1,0,0,17057,17995,214,56
732,4523702225,0,2,1,1,10,7,9,0,1,0,17619,18563,186,49,1,1,4,1,0,0,16346,17941,186,57
733,4524183803,1,1,0,0,9,8,9,0,0,0,16872,17906,199,36,2,0,6,1,0,0,18104,18178,225,48
734,4524856340,1,3,1,1,8,5,9,1,0,0,17265,17683,233,43,1,1,11,0,0,0,15539,16260,192,48
735,4487632164,1,2,3,1,11,7,12,0,0,0,19308,18764,243,49,2,1,9,0,0,0,17272,16581,164,44
736,4506468475,1,2,2,1,7,8,8,1,0,0,16535,17930,230,28,1,0,7,0,1,0,17658,19595,225,68
737,4513861752,0,2,3,0,6,8,8,0,0,0,16606,18604,226,43,2,2,11,1,0,0,17931,18540,233,56
738,4424200095,0,1,1,1,9,9,10,1,0,0,17168,17668,212,40,3,1,10,0,0,0,17193,15819,196,32
739,4518551407,0,1,3,0,4,4,6,0,0,0,14839,17555,215,41,3,0,1,0,0,0,15928,18337,225,63
740,4499657757,1,1,0,1,7,6,8,0,0,0,17812,18372,244,56,0,1,10,1,0,0,16067,17192,216,60
741,4498640810,0,2,1,0,3,5,4,0,0,0,14827,17341,201,41,3,1,4,1,0,0,16665,18925,230,67
742,4523696498,1,2,1,0,4,6,4,0,1,0,15578,17702,229,46,2,1,6,0,0,0,16596,18826,240,51
743,4519675150,0,2,2,0,7,3,8,1,0,0,16628,17255,215,52,2,1,5,0,1,1,16733,16021,213,46
744,4522797583,0,2,1,1,3,4,6,1,0,0,14609,16875,218,37,3,2,4,0,1,0,16750,19314,253,51
745,4492936245,0,3,1,0,1,7,1,0,0,0,13325,16064,171,52,2,1,12,1,1,0,16898,18561,230,51
746,4482256172,1,3,0,0,3,7,3,0,0,0,15277,17286,234,52,2,2,15,1,0,0,17382,17374,191,54
747,4525023717,0,1,0,1,6,5,4,0,0,0,16287,17787,226,52,0,1,9,0,0,0,16262,17785,226,45
748,4511080723,0,3,2,0,1,14,1,1,0,0,12747,14396,180,39,1,0,10,0,0,0,19182,19512,227,57
749,4477916243,0,0,0,1,9,9,7,1,0,0,17687,18503,206,56,1,0,13,0,0,0,18296,19007,225,60
750,4489899716,1,0,3,1,8,4,6,0,1,0,17187,18382,232,39,3,2,3,0,0,0,15641,18321,240,55
751,4516181057,0,0,1,0,3,12,4,0,0,0,14015,15677,178,36,1,1,16,1,0,0,18944,19022,228,48
752,4506113045,1,2,0,1,6,6,5,0,0,0,16291,18130,228,44,0,1,6,0,0,0,16127,18352,227,40
753,4525159735,1,0,1,0,4,2,9,0,0,0,16289,19421,229,72,0,2,1,1,1,0,15264,18145,271,48
754,4470997235,1,2,1,1,8,5,9,0,0,0,17234,18799,228,52,1,0,5,0,0,0,15760,17798,201,60
755,4470087448,0,2,1,1,3,8,4,0,0,0,14663,15749,201,41,1,0,8,0,1,0,17117,19565,213,50
756,4465542010,1,2,0,1,5,5,4,0,1,0,16278,18389,244,56,0,1,5,0,0,0,16009,17909,219,60
757,4519070159,1,1,1,0,14,17,18,0,1,0,19025,16965,150,47,0,2,9,1,0,0,19549,17869,185,60
758,4524509004,1,1,1,0,3,5,3,0,0,0,15366,17861,230,55,1,1,7,1,0,0,16730,17948,243,40
759,4488138739,0,1,2,0,0,5,0,0,0,0,14526,17736,246,64,2,0,6,1,0,0,16846,19454,248,60
760,4494341320,1,1,1,1,4,2,8,1,0,0,16547,19666,259,64,3,0,3,0,0,0,15279,17961,249,44
761,4525085237,1,0,0,1,2,5,1,1,0,0,14936,17688,231,53,0,1,8,0,0,0,16479,18197,250,40
762,4522863300,0,1,1,0,5,11,3,1,0,0,15594,16987,213,55,2,3,14,0,0,0,18591,19016,222,46
763,4436047173,0,2,0,1,9,6,11,0,0,0,17416,18429,208,44,0,2,6,1,0,0,17783,20200,243,68
764,4506779668,0,3,1,0,4,7,4,1,0,0,15722,17329,221,53,2,3,9,0,0,1,19031,20070,230,60
765,4524617778,0,3,3,1,3,2,2,0,1,0,16091,20383,256,76,2,1,3,1,0,0,14903,17532,244,56
766,4472611324,0,3,3,1,6,3,6,0,0,0,15048,17356,183,34,2,3,3,1,0,0,16186,18223,253,54
767,4457404294,1,1,3,1,17,10,25,0,0,1,23335,20839,239,52,0,0,11,0,0,0,16545,15491,129,26
768,4492916042,1,2,1,1,8,3,10,0,1,0,18272,19342,233,58,1,0,3,1,0,0,14549,15565,196,51
769,4481561513,0,3,2,0,5,5,6,1,0,0,16270,18195,223,54,3,3,5,0,0,0,15522,18272,208,55
770,4492740165,1,2,1,0,8,7,8,0,0,0,17298,16912,233,43,0,3,11,1,0,0,16972,15440,210,32
771,4508812859,1,2,1,1,4,2,6,1,1,1,17230,17823,244,56,3,1,5,0,0,0,15781,18353,229,77
772,4481763565,0,1,1,1,10,9,9,1,0,0,17098,17045,201,35,2,3,9,0,0,0,17733,18056,208,54
773,4524656242,0,2,3,1,8,6,11,0,1,0,17380,18220,211,64,3,2,9,1,0,0,16320,17732,215,56
774,4520625705,0,0,0,0,6,9,4,0,1,1,16829,17978,198,48,3,0,11,1,0,0,17318,17790,216,47
775,4446002931,0,1,1,1,3,5,6,0,0,0,14538,16871,218,39,2,1,6,1,0,0,16873,19658,236,80
776,4445858545,1,3,1,1,4,7,6,1,0,0,15159,17115,217,43,1,2,6,0,1,0,17655,19289,240,52
777,4479142877,0,3,1,0,5,8,3,0,0,0,14874,16504,177,44,2,3,14,1,0,0,17569,17546,249,44
778,4523771457,0,2,2,1,9,6,9,1,1,0,17721,18253,226,57,2,3,7,0,0,0,16561,17314,213,62
779,4469758473,1,1,1,1,9,3,10,1,0,1,20273,19742,254,51,3,0,4,0,0,0,15291,17771,195,74
780,4500666491,1,0,0,1,13,6,13,1,0,1,20103,17668,220,32,0,0,4,0,0,0,15415,16685,172,44
781,4442547798,1,2,1,1,7,5,10,0,0,0,16491,17031,199,45,2,1,5,0,0,0,14717,15726,170,34
782,4497467264,1,1,2,1,8,3,8,1,0,0,17640,19566,233,56,2,1,2,0,0,0,14872,16805,220,52
783,4523849056,1,3,1,1,5,4,8,1,0,0,15518,16862,197,50,3,2,5,0,1,0,16204,17481,249,49
784,4448360530,0,0,0,1,7,5,5,1,1,0,17381,18495,220,52,1,0,5,0,0,0,15963,17951,225,56
785,4519032722,0,1,1,0,3,3,1,1,0,0,15127,17750,238,52,3,1,3,0,0,0,15132,18019,203,60
786,4513335453,0,2,1,0,3,5,4,0,0,0,13794,14884,183,38,0,3,5,0,0,1,17794,17417,245,44
787,4489679008,1,1,1,0,3,4,0,0,0,0,15139,17354,240,48,2,0,10,1,0,0,15382,16555,206,52
788,4496154110,0,2,0,1,3,5,6,0,0,0,15929,18460,229,64,2,0,10,1,0,0,16638,18607,232,68
789,4524013226,1,3,0,0,2,5,3,1,1,0,14974,18286,224,60,1,3,5,0,0,0,15700,18317,216,61
790,4524662465,1,1,0,0,11,4,18,1,0,0,19695,19512,258,48,0,1,4,0,1,0,15759,17401,205,68
791,4518466773,1,2,2,1,4,4,0,1,0,0,15154,17000,219,54,3,1,7,0,0,0,15431,16792,224,43
792,4503636843,0,3,2,0,4,8,7,1,0,0,14766,16507,190,53,2,1,11,0,0,0,17535,17327,229,44
793,4515642015,0,1,3,0,9,4,11,1,0,0,17341,18528,209,48,3,2,8,0,0,0,15828,16943,222,40
794,4524429870,1,0,0,1,4,5,0,1,1,0,15464,17833,218,71,3,1,9,0,0,0,16200,17927,223,60
795,4450237694,1,2,3,1,8,9,9,0,0,0,18529,19610,251,63,3,2,11,1,0,0,17195,18954,202,60
796,4523092582,1,1,1,0,9,4,17,0,0,0,18149,18067,202,52,1,2,5,1,0,0,15113,16301,222,40
797,4509907014,0,2,3,1,3,2,6,0,1,0,15840,16848,212,40,3,2,1,1,0,0,14029,17479,221,48
798,4517834263,1,0,0,1,8,6,8,0,0,0,17915,19197,215,56,1,0,9,0,0,0,16464,17212,222,47
799,4420577274,0,2,3,1,5,5,7,0,1,0,16242,18244,235,56,3,1,11,1,0,0,16840,18390,229,59
800,4496483924,1,1,0,1,10,6,10,1,0,0,18498,20017,238,56,0,1,5,0,0,0,17052,18420,229,56
801,4491903202,0,2,1,1,10,9,15,1,0,1,19120,17735,219,55,2,1,10,0,0,0,17502,17342,207,46
802,4521293628,1,0,3,0,10,11,13,1,0,0,17948,16194,193,35,2,1,13,0,0,0,17855,17470,219,40
803,4519886887,0,3,0,0,6,5,8,0,0,0,16517,17531,219,56,1,1,7,0,0,0,15334,16644,192,40
804,4494464754,0,2,1,0,3,7,0,0,0,0,13452,15569,170,37,1,3,10,1,0,0,16905,16289,212,46
805,4519903603,0,2,0,0,5,10,3,0,0,0,15687,17057,210,58,1,1,12,1,0,0,17342,18380,215,45
806,4506004524,0,3,1,0,5,11,4,1,0,0,14763,16834,179,47,0,1,11,0,0,0,19225,19824,255,51
807,4494780528,0,0,1,0,7,6,8,0,0,0,16417,16981,211,56,1,1,9,0,0,0,15860,15920,194,48
808,4524049652,1,1,1,1,9,4,10,0,0,0,18168,20892,254,45,0,0,6,0,0,0,15641,17419,220,52
809,4516959176,0,2,0,0,7,8,9,0,0,0,15903,17263,189,40,0,1,11,1,1,0,17734,19867,226,72
810,4520642578,1,2,3,1,2,1,1,0,1,0,14702,16741,244,43,3,1,1,1,0,0,14053,16672,214,42
811,4484713894,0,1,0,0,11,5,10,0,0,0,18874,19652,224,41,3,0,7,0,0,0,15783,17154,215,37
812,4449831560,0,0,2,0,3,10,3,1,0,0,15225,17939,211,58,1,0,11,0,0,0,17932,19765,209,52
813,4464836293,0,1,3,0,4,5,7,0,0,0,15858,17491,246,44,2,1,6,1,1,0,16370,18335,241,52
814,4524322157,0,1,1,0,4,9,6,0,0,0,14693,15883,169,41,1,1,13,0,0,0,18567,18306,223,43
815,4519807655,1,1,1,1,3,2,3,1,0,0,15574,17686,217,68,2,1,2,0,0,0,15674,17467,240,48
816,4523790678,0,3,2,0,3,5,2,0,0,0,15692,17765,221,67,2,1,8,1,0,0,15186,16185,182,40
817,4481146678,1,0,1,1,9,1,13,0,0,0,18297,19315,251,52,0,0,0,0,0,0,13501,16203,203,53
818,4382920718,1,3,1,0,15,16,10,1,1,0,19247,16835,205,44,3,3,16,0,0,0,20956,18420,182,44
819,4522131517,0,0,1,0,1,7,1,0,0,0,15414,17341,236,54,2,0,8,0,0,0,15967,17455,194,48
820,4522409502,1,3,1,0,10,7,15,1,0,0,19601,20002,227,76,0,1,8,0,1,0,16411,17656,214,44
821,4522867011,0,1,0,0,3,6,0,0,1,0,15189,17014,225,56,0,2,3,1,0,0,16909,19070,248,61
822,4489166333,0,1,1,1,5,9,3,0,0,0,16452,17540,232,51,1,0,10,0,0,0,16932,17187,192,32
823,4521309700,0,0,2,0,2,5,3,0,0,0,14899,17481,238,40,3,1,6,1,0,0,15980,18112,209,60
824,4522235409,1,0,2,1,9,1,9,1,0,0,18964,19620,255,44,3,0,1,0,0,0,13528,16161,183,50
825,4487639972,1,3,1,1,12,1,14,1,0,0,18923,18586,236,44,3,2,1,0,0,0,13600,16234,191,56
826,4495602033,0,2,0,0,7,8,8,0,0,0,17472,18276,229,52,0,1,9,1,1,0,17686,18632,211,52
827,4521631816,0,2,0,0,3,9,2,1,0,0,14665,15990,188,42,1,1,9,0,0,0,17370,17747,226,32
828,4451877968,1,1,0,1,5,3,4,0,1,0,16415,17432,213,38,3,3,2,1,0,0,14996,17350,223,52
829,4511243744,0,2,2,0,2,11,2,0,0,0,13960,15286,191,48,3,2,10,0,0,1,19391,19967,200,57
830,4448363210,0,1,0,0,2,11,3,0,0,0,14773,16673,202,53,2,3,11,1,0,0,18898,19385,237,50
831,4521244850,1,0,0,1,11,5,11,1,1,0,19181,19634,247,50,0,1,10,0,0,0,16028,16438,185,61
832,4464253176,0,0,1,1,5,8,1,1,0,0,14528,16282,175,49,3,0,3,0,0,0,18519,19811,239,71
833,4473903480,0,0,2,0,6,7,3,0,0,0,15827,17709,218,47,0,1,6,0,1,0,17521,18312,239,50
834,4508507583,0,2,1,0,6,4,4,0,1,0,16179,17928,215,52,3,2,3,0,0,0,15190,17297,212,44
835,4453485597,1,1,3,0,3,5,5,1,0,0,15049,17760,247,45,1,0,4,0,0,0,16613,18713,242,67
836,4444095470,0,1,3,0,3,8,2,0,0,0,15453,18464,209,63,2,1,8,1,0,0,16117,17849,180,48
837,4510669887,1,3,1,0,1,2,0,1,0,0,14645,18690,256,52,3,1,2,0,1,0,16022,18870,289,56
838,4510131144,0,0,1,0,6,7,10,1,0,0,15766,16285,197,40,1,1,6,0,0,0,16855,18419,226,38
839,4514754903,1,1,1,1,7,2,10,1,1,1,18890,18772,227,67,3,0,3,0,0,0,14656,17077,214,48
840,4521127128,0,2,0,0,6,7,7,0,1,0,16450,18541,238,48,0,1,10,1,0,0,17152,18630,226,47
841,4517995576,0,3,1,1,6,5,5,0,1,0,16490,17576,225,48,1,1,3,1,0,0,16998,18970,257,72
842,4525139840,1,1,1,1,10,4,13,0,0,0,17408,18740,193,47,0,2,5,1,0,0,15042,17593,231,44
843,4481425277,1,2,0,0,6,6,12,1,0,0,16951,18426,229,49,1,0,7,0,1,0,16703,18645,245,60
844,4508272671,1,0,2,1,9,5,11,1,0,0,17120,17636,163,56,2,1,2,0,0,0,15694,17508,207,52
845,4521954992,0,2,0,0,2,2,2,0,0,0,14310,17797,207,44,1,2,2,1,0,0,15050,17721,242,47
846,4506951089,0,2,1,0,2,4,2,1,1,0,14689,18046,241,44,3,2,4,0,0,0,16413,18308,260,52
847,4513445048,1,1,1,1,8,4,10,1,0,0,18341,19070,217,76,0,0,3,0,0,0,15030,16388,228,44
848,4519606068,0,0,0,1,6,3,10,0,0,0,17772,19337,251,68,3,0,2,1,0,0,14371,16945,204,53
849,4518115415,0,3,1,1,4,7,4,0,0,0,16262,18551,224,70,0,0,5,0,0,0,17555,19176,243,50
850,4452789398,1,3,0,0,5,3,7,0,0,0,16239,18466,189,60,0,1,3,1,0,0,15333,16699,221,60
851,4493650518,0,2,1,0,6,12,9,0,0,0,16944,17663,193,52,0,1,12,1,0,0,19705,20038,227,52
852,4501126526,1,0,0,1,6,4,12,1,1,0,16939,17733,211,56,2,1,6,0,0,0,15520,17002,227,54
853,4522814344,0,2,2,1,2,4,3,0,0,0,14615,18302,221,47,1,2,5,1,0,0,16145,19416,243,71
854,4470759747,1,3,1,0,8,8,11,0,0,0,17706,18475,231,35,2,2,7,0,0,0,17490,17225,204,53
855,4454170468,0,2,0,1,8,5,7,1,0,0,17727,18993,217,64,0,1,7,0,1,0,16206,17078,198,60
856,4478080352,0,1,0,0,0,8,0,0,0,0,12988,14678,153,78,3,3,10,1,1,0,18252,19305,273,44
857,4521135230,1,1,0,1,8,1,8,1,0,0,17613,19092,234,48,3,1,2,0,0,0,13664,16652,216,44
858,4512913824,1,0,3,1,11,5,12,1,0,0,18632,19093,227,44,3,1,8,0,0,0,15725,17918,204,53
859,4521918813,1,2,0,1,5,6,2,1,0,0,15476,18246,233,47,3,2,7,0,0,0,16182,19119,244,36
860,4477806643,0,1,3,1,4,5,5,0,0,0,15717,17679,224,44,3,2,9,1,0,0,16244,17887,199,75
861,4509514810,1,2,1,0,8,8,8,1,0,0,18253,17351,240,50,2,2,6,0,0,0,16570,17523,203,41
862,4525028145,0,3,1,1,3,5,2,0,0,0,14349,16271,205,36,2,2,3,0,0,0,15354,16522,228,40
863,4522170496,0,1,1,0,4,6,6,1,0,0,15407,17007,232,24,1,0,8,0,0,0,16529,17309,214,52
864,4499816860,0,3,1,1,4,5,4,1,0,0,15273,17539,211,60,2,0,6,0,0,0,16081,17850,238,45
865,4524879680,0,0,0,1,4,6,5,0,0,0,14868,16330,182,48,0,0,9,1,0,0,17149,17924,209,72
866,4525084228,1,2,3,0,4,4,4,0,0,0,14892,17899,199,49,2,2,4,1,0,0,16642,18527,250,61
867,4521347328,1,3,0,1,10,4,12,0,0,0,18509,20432,223,72,1,0,5,1,0,0,15535,19011,213,64
868,4497825054,1,2,3,0,6,4,9,0,0,0,17096,19253,241,63,0,2,5,1,0,0,16677,18791,247,60
869,4520913464,1,1,0,0,6,3,10,1,1,0,17377,19245,247,68,3,1,5,0,0,0,15276,17649,193,59
870,4503284837,0,2,1,0,7,7,5,1,0,0,16554,18512,235,33,1,1,14,0,0,0,17330,18346,259,36
871,4519863035,1,2,1,0,4,5,6,0,0,0,15256,16513,210,41,3,1,5,1,0,0,16213,18780,235,64
872,4467388375,1,1,1,1,9,1,7,1,1,0,17710,19233,230,55,0,0,0,0,0,0,13399,15994,201,44
873,4494893980,0,2,0,0,4,5,3,1,0,0,15041,16622,214,43,0,1,3,0,0,0,16248,18370,228,60
874,4516572931,1,0,0,1,9,3,9,1,1,0,19027,19029,247,41,0,1,1,0,0,0,14411,16979,187,54
875,4462648496,1,1,1,1,10,6,16,1,1,0,18718,18807,214,71,2,0,6,0,0,0,16314,17880,228,60
876,4484087846,0,1,1,0,7,5,10,1,0,0,16938,19399,231,48,1,0,8,0,1,0,16338,18575,229,60
877,4507768381,1,2,0,1,7,3,3,0,0,0,16772,18456,255,47,0,1,4,1,0,0,14836,16657,205,55
878,4517503916,1,1,3,0,6,13,9,1,0,0,16035,16424,160,52,2,2,23,0,0,0,20720,20024,244,51
879,4520894733,0,0,1,0,3,3,5,1,0,0,15518,16768,234,52,2,0,4,0,0,0,15203,16829,216,51
880,4458889473,0,3,3,1,7,7,12,0,1,0,17543,17748,195,51,3,3,11,1,0,0,16549,18295,215,36
881,4523961179,1,2,1,0,3,4,4,0,1,0,15829,17924,242,56,0,1,5,1,0,0,15379,17263,239,48
882,4466045865,1,0,0,0,5,8,6,0,1,0,17389,18695,231,63,0,1,9,0,0,0,17279,19097,231,59
883,4516642389,1,2,2,0,7,7,7,0,0,0,16683,18315,231,48,0,1,5,1,1,0,17079,17834,246,42
884,4518790705,0,0,0,0,6,8,8,0,0,0,16985,18802,240,43,0,1,10,1,0,0,17790,18548,221,53
885,4508511932,0,0,1,1,2,8,2,0,0,0,14904,15958,222,50,2,3,6,1,1,0,16206,17917,194,50
886,4450404129,0,2,3,1,8,5,12,1,0,0,17551,17463,237,43,2,2,6,0,0,0,15788,17702,213,45
887,4484243751,0,3,1,0,5,9,3,1,0,0,15278,16785,186,43,2,1,5,0,0,0,17271,18963,211,49
888,4523449093,0,3,0,0,6,6,5,1,1,0,15539,17101,191,56,2,1,8,0,0,0,15531,16529,208,48
889,4485983759,1,3,1,1,11,8,16,0,0,0,17860,17606,172,48,0,1,6,0,1,0,16620,17955,202,51
890,4456033648,1,1,0,1,3,5,2,1,0,0,15156,17247,207,61,0,0,4,0,0,0,16219,19282,229,44
891,4451994271,1,3,3,1,9,6,11,1,0,0,18152,18823,223,47,3,3,10,0,1,1,18130,17050,200,47
892,4523813027,1,2,0,1,5,4,9,0,0,0,16587,18340,252,48,2,3,5,1,1,0,16603,17843,242,53
893,4522528300,0,2,1,0,4,3,5,1,0,0,15562,18694,235,62,1,2,2,0,0,0,16088,18198,219,63
894,4525010379,1,3,3,0,4,6,4,0,0,0,14944,16969,200,40,3,1,8,1,0,0,15860,17628,193,63
895,4523893279,0,1,1,0,5,10,8,1,0,0,15269,16739,194,37,1,0,13,0,0,0,18062,17794,204,45
896,4521767558,0,3,1,0,7,9,7,0,0,0,17166,18945,224,52,3,1,10,1,1,1,18727,18020,177,47
897,4513468208,1,1,2,0,5,11,6,0,0,0,14813,16945,182,43,2,1,10,1,1,0,18520,18687,225,60
898,4509940974,0,2,3,1,6,10,7,0,0,0,15787,16711,205,37,3,3,10,0,1,0,18244,18336,238,53
899,4523594807,0,3,1,0,6,8,4,0,0,0,14795,15646,172,50,1,1,10,1,0,0,17143,16892,193,37
900,4522596312,1,3,0,1,15,2,15,1,0,0,19848,19712,224,52,0,1,0,0,0,0,14573,16050,227,56
901,4517041040,0,1,1,1,1,7,1,0,0,0,13886,15720,222,36,2,1,3,1,0,0,17299,18799,245,46
902,4518695015,1,2,0,0,6,10,4,0,0,0,16149,17146,212,44,2,1,14,0,0,0,17435,17994,190,35
903,4500037487,1,3,1,0,7,7,4,0,0,0,15312,16667,174,36,0,1,4,1,1,0,17097,18248,216,68
904,4521886513,1,3,1,1,7,2,10,1,0,0,17267,18482,224,44,1,3,0,0,0,0,14160,16386,218,40
905,4516044973,0,0,0,0,5,4,3,1,0,0,15961,17670,224,44,1,0,2,0,0,0,16002,18678,233,60
906,4521934653,1,1,0,1,9,7,12,0,0,0,17704,18183,196,68,1,0,10,0,0,0,17065,17012,208,39
907,4498314967,0,0,1,0,1,6,2,0,0,0,14808,18642,240,64,0,1,6,1,0,0,16849,19732,227,64
908,4518877029,0,1,1,1,5,4,3,1,0,0,16374,18711,227,55,3,3,1,0,0,0,15962,18618,234,64
909,4519742974,0,0,3,1,6,1,11,0,0,0,16933,18512,242,52,1,0,0,0,1,0,14097,18064,207,56
910,4519564214,1,0,0,1,11,8,12,0,0,0,18156,18548,208,52,3,2,5,1,1,0,17199,18079,218,52
911,4520320166,1,2,2,0,12,9,9,0,0,0,19397,19301,232,44,0,3,4,0,0,0,17110,16750,184,52
912,4524732459,0,2,1,1,7,9,10,0,0,0,17033,16630,209,45,2,3,9,0,0,0,17495,17816,213,43
913,4519790060,1,3,0,0,11,10,7,1,0,0,19061,19093,236,50,3,0,11,0,0,0,17699,17501,191,46
914,4456330802,1,3,1,0,7,6,3,0,1,0,16653,19603,229,72,3,0,5,0,0,0,16513,17866,229,31
915,4524273849,1,0,1,1,5,8,5,1,0,0,16781,17452,237,50,1,1,13,0,0,0,16148,17747,180,44
916,4478063031,0,3,2,0,5,6,5,0,0,0,15978,18068,210,52,3,2,6,1,0,0,16301,17854,203,48
917,4494869975,1,0,0,0,3,6,3,0,0,0,15859,19145,241,72,0,3,7,1,0,0,17155,18918,257,40
918,4424078266,1,1,0,0,6,14,6,0,0,0,16205,16887,196,56,1,0,16,1,1,0,19827,18795,224,40
919,4490705012,1,1,1,0,10,10,11,0,0,0,17528,17194,197,34,1,2,11,1,0,0,18069,16648,223,36
920,4523350637,1,3,1,1,8,6,9,0,0,0,17154,18697,202,55,2,1,6,0,0,0,15221,15905,174,44
921,4515573007,0,2,1,0,4,7,6,0,0,0,16112,18339,247,46,3,1,7,1,1,0,16804,19097,223,50
922,4524001627,0,1,1,0,5,3,7,0,0,0,16210,17888,226,36,3,1,2,0,0,0,15444,18550,202,72
923,4520769690,1,3,1,1,6,4,10,0,1,0,18369,20686,276,68,0,3,2,1,0,0,16035,18851,249,68
924,4521194399,1,1,3,1,5,7,4,0,0,0,16097,17793,243,52,2,1,8,0,0,0,16240,17331,198,48
925,4459264476,0,2,1,0,1,11,2,0,0,0,13196,15515,194,49,0,1,8,0,0,0,18721,21100,252,55
926,4442070152,0,1,2,0,5,4,8,0,0,0,15552,17234,201,37,2,1,5,1,0,0,17045,18413,250,68
927,4519232603,1,1,2,1,11,6,21,1,0,0,17597,17045,190,50,0,0,5,0,0,0,15063,14506,188,32
928,4503234599,0,0,0,0,5,15,6,0,0,0,15709,17397,216,49,3,1,8,1,1,0,21609,22269,270,67
929,4452824310,0,0,3,1,5,6,8,1,1,0,17035,18139,230,63,3,1,6,0,0,0,16184,17812,219,52
930,4520335099,1,2,1,0,3,3,2,1,1,0,15000,17972,229,52,2,2,3,0,0,0,14802,17246,220,40
931,4460509130,1,2,0,0,9,9,7,0,0,0,18426,20198,240,63,3,2,6,1,0,0,18046,20872,211,64
932,4494350446,1,1,0,1,8,4,7,1,1,0,17634,19000,242,46,3,0,2,0,0,0,15616,16739,233,50
933,4485746291,1,2,2,0,11,1,13,0,1,1,20251,20985,263,61,2,3,1,1,0,0,13309,14604,186,42
934,4522462611,0,1,1,1,7,7,13,1,0,0,16034,16642,199,40,0,0,12,0,0,0,16788,17371,224,50
935,4521336289,0,3,1,1,2,5,4,0,0,0,14147,16605,226,52,3,1,9,1,0,0,15547,18321,197,60
936,4523036176,0,2,3,0,9,8,11,1,0,0,18304,19032,237,42,3,2,9,0,1,0,16698,17996,198,41
937,4523330702,0,2,1,0,5,5,6,1,0,0,15104,17002,186,51,2,0,3,0,0,0,17234,19034,259,60
938,4468356736,0,0,1,1,10,10,17,1,0,0,18847,19480,213,76,0,0,8,0,0,0,17860,18838,206,56
939,4463063111,1,3,3,0,2,2,1,0,0,0,15782,18460,253,66,3,1,1,0,0,0,14438,17265,236,52
940,4517535335,1,3,3,0,6,5,6,1,0,0,16893,18950,238,64,3,3,6,0,0,0,16325,17854,231,48
941,4448433475,0,0,2,0,10,5,12,0,1,0,18545,19051,200,64,0,1,5,1,0,0,15924,17050,206,35
942,4516228247,0,2,1,0,6,8,5,0,0,0,16918,18911,233,51,2,0,5,1,0,0,17321,19486,225,61
943,4498040102,1,3,0,1,13,4,14,1,0,0,18722,18343,187,46,3,3,6,0,0,0,15129,17616,209,49
944,4466272322,1,1,2,1,6,3,8,1,0,1,18247,18839,235,59,3,0,3,0,1,0,14847,16439,209,48
945,4498466711,0,0,0,0,6,5,8,1,0,1,17471,17895,217,56,1,1,4,0,0,0,16452,17858,206,55
946,4516594207,1,1,3,0,7,6,4,0,0,0,17641,19312,237,50,2,1,4,1,0,0,16145,17960,214,43
947,4444307438,0,1,1,0,4,9,6,0,0,0,14605,16395,181,40,2,1,12,1,0,0,18526,19679,242,50
948,4524924917,1,0,1,1,6,3,4,0,0,0,16249,17860,224,41,0,1,4,1,0,0,15574,17483,220,56
949,4471072375,0,2,2,1,6,9,8,0,0,0,17157,17928,226,41,3,1,5,1,1,0,17859,20038,208,68
950,4461136941,1,0,3,1,4,5,5,0,0,0,15165,17251,218,49,0,2,5,1,0,0,16451,18946,244,52
951,4511783197,0,3,3,0,5,4,5,0,0,0,15427,17722,215,50,2,3,4,1,0,0,15601,18225,229,48
952,4501108199,1,1,0,1,10,5,10,0,0,0,17878,18248,214,52,3,0,5,0,0,0,15577,17645,203,44
953,4465596531,0,0,1,1,10,6,4,0,0,0,18000,19946,236,48,1,0,7,0,0,0,15496,17585,191,43
954,4524568896,1,2,3,0,5,7,9,0,0,0,15851,19296,215,61,2,3,6,1,0,0,17192,18851,237,38
955,4478702787,0,3,3,0,5,9,3,1,0,0,15832,17750,229,60,3,3,11,0,0,0,18006,18075,221,39
956,4437799907,0,0,0,1,10,10,14,1,0,0,18931,18806,222,52,2,0,10,0,0,0,17127,17986,211,36
